순번,품종,시도,시군,년도,전체호수,전체두수,5000두 이상(호수),5000두 이상(두수),5000두-2000두 이상(호수),5000두-2000두 이상(두수),2000두-1000두 이상(호수),2000두-1000두 이상(두수),1000두-500두 이상(호수),1000두-500두 이상(두수),500두-100두 이상(호수),500두-100두 이상(두수),100두-20두 이상(호수),100두-20두 이상(두수),20두-0두 이상(호수),20두-0두 이상(두수)
1,토끼,서울,서울,2024,1,25,0,0,0,0,0,0,0,0,0,0,1,25,0,0
2,토끼,서울,서울,2023,1,25,0,0,0,0,0,0,0,0,0,0,1,25,0,0
3,토끼,서울,서울,2022,1,25,0,0,0,0,0,0,0,0,0,0,1,25,0,0
4,토끼,서울,서울,2021,2,30,0,0,0,0,0,0,0,0,0,0,1,25,1,5
5,토끼,서울,서울,2019,1,20,0,0,0,0,0,0,0,0,0,0,1,20,0,0
6,토끼,서울,서울,2018,2,50,0,0,0,0,0,0,0,0,0,0,2,50,0,0
7,토끼,서울,서울,2017,2,22,0,0,0,0,0,0,0,0,0,0,1,20,1,2
8,토끼,부산,부산,2024,1,20,0,0,0,0,0,0,0,0,0,0,1,20,0,0
9,토끼,부산,부산,2022,1,15,0,0,0,0,0,0,0,0,0,0,0,0,1,15
10,토끼,부산,부산,2021,1,20,0,0,0,0,0,0,0,0,0,0,1,20,0,0
11,토끼,대구,대구,2024,7,76,0,0,0,0,0,0,0,0,0,0,1,30,6,46
12,토끼,대구,대구,2023,7,125,0,0,0,0,0,0,0,0,0,0,2,80,5,45
13,토끼,대구,대구,2022,7,82,0,0,0,0,0,0,0,0,0,0,1,30,6,52
14,토끼,대구,대구,2021,4,34,0,0,0,0,0,0,0,0,0,0,0,0,4,34
15,토끼,대구,대구,2018,1,20,0,0,0,0,0,0,0,0,0,0,1,20,0,0
16,토끼,대구,대구,2017,1,20,0,0,0,0,0,0,0,0,0,0,1,20,0,0
17,토끼,인천,인천,2024,18,168,0,0,0,0,0,0,0,0,0,0,3,75,15,93
18,토끼,인천,인천,2023,24,213,0,0,0,0,0,0,0,0,0,0,2,77,22,136
19,토끼,인천,인천,2022,34,343,0,0,0,0,0,0,0,0,0,0,4,184,30,159
20,토끼,인천,인천,2021,36,379,0,0,0,0,0,0,0,0,0,0,5,214,31,165
21,토끼,인천,인천,2019,25,228,0,0,0,0,0,0,0,0,0,0,4,140,21,88
22,토끼,인천,인천,2018,21,267,0,0,0,0,0,0,0,0,0,0,4,170,17,97
23,토끼,인천,인천,2017,28,377,0,0,0,0,0,0,0,0,1,100,6,161,21,116
24,토끼,대전,대전,2024,17,744,0,0,0,0,0,0,1,500,1,100,2,97,13,47
25,토끼,대전,대전,2023,11,200,0,0,0,0,0,0,0,0,1,100,2,57,8,43
26,토끼,대전,대전,2022,5,183,0,0,0,0,0,0,0,0,1,100,1,50,3,33
27,토끼,대전,대전,2021,6,137,0,0,0,0,0,0,0,0,1,100,0,0,5,37
28,토끼,대전,대전,2019,4,75,0,0,0,0,0,0,0,0,0,0,2,68,2,7
29,토끼,대전,대전,2018,5,74,0,0,0,0,0,0,0,0,0,0,2,55,3,19
30,토끼,대전,대전,2017,4,215,0,0,0,0,0,0,0,0,1,200,0,0,2,15
31,토끼,울산,울산,2024,5,246,0,0,0,0,0,0,0,0,1,200,1,30,3,16
32,토끼,울산,울산,2023,4,85,0,0,0,0,0,0,0,0,0,0,3,70,1,15
33,토끼,울산,울산,2022,9,153,0,0,0,0,0,0,0,0,0,0,5,130,4,23
34,토끼,울산,울산,2021,8,118,0,0,0,0,0,0,0,0,0,0,4,100,4,18
35,토끼,울산,울산,2019,8,69,0,0,0,0,0,0,0,0,0,0,1,20,7,49
36,토끼,울산,울산,2018,4,62,0,0,0,0,0,0,0,0,0,0,2,50,2,12
37,토끼,울산,울산,2017,3,63,0,0,0,0,0,0,0,0,0,0,2,50,1,13
38,토끼,세종,세종,2024,12,127,0,0,0,0,0,0,0,0,0,0,3,85,9,42
39,토끼,세종,세종,2023,13,133,0,0,0,0,0,0,0,0,0,0,3,80,10,53
40,토끼,세종,세종,2022,16,166,0,0,0,0,0,0,0,0,0,0,4,100,12,66
41,토끼,세종,세종,2021,10,129,0,0,0,0,0,0,0,0,0,0,4,110,6,19
42,토끼,세종,세종,2019,3,44,0,0,0,0,0,0,0,0,0,0,2,40,1,4
43,토끼,세종,세종,2018,4,65,0,0,0,0,0,0,0,0,0,0,3,61,1,4
44,토끼,세종,세종,2017,9,105,0,0,0,0,0,0,0,0,0,0,4,86,5,19
45,토끼,경기,수원시,2024,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3
46,토끼,경기,수원시,2023,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
47,토끼,경기,수원시,2022,2,11,0,0,0,0,0,0,0,0,0,0,0,0,2,11
48,토끼,경기,수원시,2019,1,19,0,0,0,0,0,0,0,0,0,0,0,0,1,19
49,토끼,경기,수원시,2018,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,10
50,토끼,경기,수원시,2017,1,14,0,0,0,0,0,0,0,0,0,0,0,0,1,14
51,토끼,경기,성남시,2017,1,40,0,0,0,0,0,0,0,0,0,0,1,40,0,0
52,토끼,경기,의정부시,2024,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3
53,토끼,경기,의정부시,2023,2,19,0,0,0,0,0,0,0,0,0,0,0,0,2,19
54,토끼,경기,의정부시,2022,2,11,0,0,0,0,0,0,0,0,0,0,0,0,2,11
55,토끼,경기,의정부시,2021,2,11,0,0,0,0,0,0,0,0,0,0,0,0,2,11
56,토끼,경기,의정부시,2019,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,6
57,토끼,경기,의정부시,2018,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
58,토끼,경기,의정부시,2017,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
59,토끼,경기,부천시 소사구,2019,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,10
60,토끼,경기,부천시 소사구,2018,1,20,0,0,0,0,0,0,0,0,0,0,1,20,0,0
61,토끼,경기,부천시 소사구,2017,1,20,0,0,0,0,0,0,0,0,0,0,1,20,0,0
62,토끼,경기,부천시 오정구,2024,1,15,0,0,0,0,0,0,0,0,0,0,0,0,1,15
63,토끼,경기,부천시 오정구,2023,1,20,0,0,0,0,0,0,0,0,0,0,1,20,0,0
64,토끼,경기,부천시 오정구,2022,1,20,0,0,0,0,0,0,0,0,0,0,1,20,0,0
65,토끼,경기,부천시 오정구,2021,1,20,0,0,0,0,0,0,0,0,0,0,1,20,0,0
66,토끼,경기,부천시 오정구,2019,2,10,0,0,0,0,0,0,0,0,0,0,0,0,2,10
67,토끼,경기,부천시 오정구,2017,1,30,0,0,0,0,0,0,0,0,0,0,1,30,0,0
68,토끼,경기,광명시,2024,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
69,토끼,경기,광명시,2023,1,150,0,0,0,0,0,0,0,0,1,150,0,0,0,0
70,토끼,경기,광명시,2022,1,150,0,0,0,0,0,0,0,0,1,150,0,0,0,0
71,토끼,경기,광명시,2021,4,74,0,0,0,0,0,0,0,0,0,0,1,60,3,14
72,토끼,경기,광명시,2017,2,21,0,0,0,0,0,0,0,0,0,0,0,0,2,21
73,토끼,경기,평택시,2024,10,109,0,0,0,0,0,0,0,0,0,0,1,60,9,49
74,토끼,경기,평택시,2023,10,113,0,0,0,0,0,0,0,0,0,0,2,40,8,73
75,토끼,경기,평택시,2022,13,220,0,0,0,0,0,0,0,0,1,100,2,60,10,60
76,토끼,경기,평택시,2021,12,102,0,0,0,0,0,0,0,0,0,0,2,53,10,49
77,토끼,경기,평택시,2019,8,269,0,0,0,0,0,0,0,0,1,150,4,110,3,9
78,토끼,경기,평택시,2018,9,249,0,0,0,0,0,0,0,0,1,150,1,50,7,49
79,토끼,경기,평택시,2017,10,323,0,0,0,0,0,0,0,0,1,200,2,80,7,43
80,토끼,경기,동두천시,2022,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,10
81,토끼,경기,동두천시,2019,1,15,0,0,0,0,0,0,0,0,0,0,0,0,1,15
82,토끼,경기,동두천시,2018,3,319,0,0,0,0,0,0,0,0,1,300,0,0,2,19
83,토끼,경기,동두천시,2017,5,358,0,0,0,0,0,0,0,0,1,300,1,50,3,8
84,토끼,경기,안산시,2024,3,21,0,0,0,0,0,0,0,0,0,0,0,0,3,21
85,토끼,경기,안산시,2023,4,23,0,0,0,0,0,0,0,0,0,0,0,0,4,23
86,토끼,경기,안산시,2022,6,59,0,0,0,0,0,0,0,0,0,0,0,0,6,59
87,토끼,경기,안산시,2021,6,55,0,0,0,0,0,0,0,0,0,0,0,0,6,55
88,토끼,경기,안산시,2019,2,10,0,0,0,0,0,0,0,0,0,0,0,0,2,10
89,토끼,경기,안산시,2018,2,52,0,0,0,0,0,0,0,0,0,0,1,50,1,2
90,토끼,경기,안산시,2017,1,50,0,0,0,0,0,0,0,0,0,0,1,50,0,0
91,토끼,경기,고양시,2024,9,199,0,0,0,0,0,0,0,0,1,100,2,65,6,34
92,토끼,경기,고양시,2023,9,289,0,0,0,0,0,0,0,0,1,200,2,60,6,29
93,토끼,경기,고양시,2022,9,76,0,0,0,0,0,0,0,0,0,0,2,40,7,36
94,토끼,경기,고양시,2021,8,107,0,0,0,0,0,0,0,0,0,0,2,62,6,45
95,토끼,경기,고양시,2019,9,118,0,0,0,0,0,0,0,0,0,0,2,70,7,48
96,토끼,경기,고양시,2018,8,181,0,0,0,0,0,0,0,0,0,0,4,160,4,21
97,토끼,경기,고양시,2017,2,105,0,0,0,0,0,0,0,0,0,0,2,105,0,0
98,토끼,경기,구리시,2022,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5
99,토끼,경기,남양주시,2024,5,31,0,0,0,0,0,0,0,0,0,0,0,0,5,31
100,토끼,경기,남양주시,2023,8,64,0,0,0,0,0,0,0,0,0,0,1,20,7,44
101,토끼,경기,남양주시,2022,9,66,0,0,0,0,0,0,0,0,0,0,1,20,8,46
102,토끼,경기,남양주시,2021,8,69,0,0,0,0,0,0,0,0,0,0,1,20,7,49
103,토끼,경기,남양주시,2019,3,15,0,0,0,0,0,0,0,0,0,0,0,0,3,15
104,토끼,경기,남양주시,2018,3,13,0,0,0,0,0,0,0,0,0,0,0,0,3,13
105,토끼,경기,남양주시,2017,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
106,토끼,경기,오산시,2024,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
107,토끼,경기,오산시,2023,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,8
108,토끼,경기,오산시,2022,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,10
109,토끼,경기,오산시,2021,1,30,0,0,0,0,0,0,0,0,0,0,1,30,0,0
110,토끼,경기,오산시,2019,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,8
111,토끼,경기,오산시,2018,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,8
112,토끼,경기,오산시,2017,2,10,0,0,0,0,0,0,0,0,0,0,0,0,2,10
113,토끼,경기,시흥시,2024,8,78,0,0,0,0,0,0,0,0,0,0,2,42,6,36
114,토끼,경기,시흥시,2023,12,129,0,0,0,0,0,0,0,0,0,0,2,70,10,59
115,토끼,경기,시흥시,2022,7,84,0,0,0,0,0,0,0,0,0,0,2,60,5,24
116,토끼,경기,시흥시,2021,4,53,0,0,0,0,0,0,0,0,0,0,1,40,3,13
117,토끼,경기,시흥시,2019,8,273,0,0,0,0,0,0,0,0,1,150,2,90,5,33
118,토끼,경기,시흥시,2018,4,116,0,0,0,0,0,0,0,0,1,100,0,0,3,16
119,토끼,경기,군포시,2024,3,63,0,0,0,0,0,0,0,0,0,0,2,60,1,3
120,토끼,경기,군포시,2023,3,71,0,0,0,0,0,0,0,0,0,0,2,70,1,1
121,토끼,경기,군포시,2022,3,225,0,0,0,0,0,0,0,0,1,200,1,22,1,3
122,토끼,경기,군포시,2021,1,180,0,0,0,0,0,0,0,0,1,180,0,0,0,0
123,토끼,경기,의왕시,2024,2,12,0,0,0,0,0,0,0,0,0,0,0,0,2,12
124,토끼,경기,의왕시,2023,5,18,0,0,0,0,0,0,0,0,0,0,0,0,5,18
125,토끼,경기,의왕시,2022,5,38,0,0,0,0,0,0,0,0,0,0,1,20,4,18
126,토끼,경기,의왕시,2021,5,36,0,0,0,0,0,0,0,0,0,0,1,20,4,16
127,토끼,경기,의왕시,2019,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,9
128,토끼,경기,의왕시,2018,3,24,0,0,0,0,0,0,0,0,0,0,0,0,3,24
129,토끼,경기,의왕시,2017,2,18,0,0,0,0,0,0,0,0,0,0,0,0,2,18
130,토끼,경기,하남시,2024,2,260,0,0,0,0,0,0,0,0,1,250,0,0,1,10
131,토끼,경기,하남시,2023,2,14,0,0,0,0,0,0,0,0,0,0,0,0,2,14
132,토끼,경기,하남시,2022,3,70,0,0,0,0,0,0,0,0,0,0,2,60,1,10
133,토끼,경기,하남시,2021,3,130,0,0,0,0,0,0,0,0,0,0,3,130,0,0
134,토끼,경기,하남시,2019,2,22,0,0,0,0,0,0,0,0,0,0,1,20,1,2
135,토끼,경기,하남시,2018,2,15,0,0,0,0,0,0,0,0,0,0,0,0,2,15
136,토끼,경기,용인시,2024,8,63,0,0,0,0,0,0,0,0,0,0,1,25,7,38
137,토끼,경기,용인시,2023,9,46,0,0,0,0,0,0,0,0,0,0,0,0,9,46
138,토끼,경기,용인시,2022,10,109,0,0,0,0,0,0,0,0,0,0,3,90,7,19
139,토끼,경기,용인시,2021,13,164,0,0,0,0,0,0,0,0,0,0,4,115,9,49
140,토끼,경기,용인시,2019,8,72,0,0,0,0,0,0,0,0,0,0,1,20,7,52
141,토끼,경기,용인시,2018,10,86,0,0,0,0,0,0,0,0,0,0,1,20,9,66
142,토끼,경기,용인시,2017,6,58,0,0,0,0,0,0,0,0,0,0,1,20,5,38
143,토끼,경기,용인시 처인구,2024,1,80,0,0,0,0,0,0,0,0,0,0,1,80,0,0
144,토끼,경기,용인시 처인구,2023,1,20,0,0,0,0,0,0,0,0,0,0,1,20,0,0
145,토끼,경기,용인시 처인구,2022,1,20,0,0,0,0,0,0,0,0,0,0,1,20,0,0
146,토끼,경기,용인시 처인구,2021,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,10
147,토끼,경기,용인시 처인구,2019,1,40,0,0,0,0,0,0,0,0,0,0,1,40,0,0
148,토끼,경기,용인시 처인구,2018,1,40,0,0,0,0,0,0,0,0,0,0,1,40,0,0
149,토끼,경기,용인시 처인구,2017,1,45,0,0,0,0,0,0,0,0,0,0,1,45,0,0
150,토끼,경기,파주시,2024,14,284,0,0,0,0,0,0,0,0,1,150,3,61,10,73
151,토끼,경기,파주시,2023,11,221,0,0,0,0,0,0,0,0,1,100,3,70,7,51
152,토끼,경기,파주시,2022,14,154,0,0,0,0,0,0,0,0,0,0,3,90,11,64
153,토끼,경기,파주시,2021,9,73,0,0,0,0,0,0,0,0,0,0,1,20,8,53
154,토끼,경기,파주시,2019,10,75,0,0,0,0,0,0,0,0,0,0,0,0,10,75
155,토끼,경기,파주시,2018,9,160,0,0,0,0,0,0,0,0,1,100,1,30,7,30
156,토끼,경기,파주시,2017,11,62,0,0,0,0,0,0,0,0,0,0,0,0,11,62
157,토끼,경기,이천시,2024,5,37,0,0,0,0,0,0,0,0,0,0,1,30,4,7
158,토끼,경기,이천시,2023,6,77,0,0,0,0,0,0,0,0,0,0,2,51,4,26
159,토끼,경기,이천시,2022,9,80,0,0,0,0,0,0,0,0,0,0,1,30,8,50
160,토끼,경기,이천시,2021,9,62,0,0,0,0,0,0,0,0,0,0,1,20,8,42
161,토끼,경기,이천시,2019,6,73,0,0,0,0,0,0,0,0,0,0,1,30,5,43
162,토끼,경기,이천시,2018,2,17,0,0,0,0,0,0,0,0,0,0,0,0,2,17
163,토끼,경기,이천시,2017,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,토끼,경기,안성시,2024,11,282,0,0,0,0,0,0,0,0,0,0,4,219,7,63
165,토끼,경기,안성시,2023,10,266,0,0,0,0,0,0,0,0,0,0,4,229,6,37
166,토끼,경기,안성시,2022,16,264,0,0,0,0,0,0,0,0,0,0,3,199,13,65
167,토끼,경기,안성시,2021,20,452,0,0,0,0,0,0,0,0,1,162,7,229,12,61
168,토끼,경기,안성시,2019,19,464,0,0,0,0,0,0,0,0,1,230,4,160,14,74
169,토끼,경기,안성시,2018,17,222,0,0,0,0,0,0,0,0,0,0,3,130,14,92
170,토끼,경기,안성시,2017,11,309,0,0,0,0,0,0,0,0,0,0,6,279,4,30
171,토끼,경기,김포시,2024,8,112,0,0,0,0,0,0,0,0,0,0,2,90,6,22
172,토끼,경기,김포시,2023,8,126,0,0,0,0,0,0,0,0,0,0,2,100,6,26
173,토끼,경기,김포시,2022,9,125,0,0,0,0,0,0,0,0,0,0,2,74,7,51
174,토끼,경기,김포시,2021,8,102,0,0,0,0,0,0,0,0,0,0,3,69,5,33
175,토끼,경기,김포시,2019,2,11,0,0,0,0,0,0,0,0,0,0,0,0,2,11
176,토끼,경기,김포시,2018,6,31,0,0,0,0,0,0,0,0,0,0,0,0,6,31
177,토끼,경기,김포시,2017,6,46,0,0,0,0,0,0,0,0,0,0,1,25,5,21
178,토끼,경기,화성시,2024,17,2297,0,0,1,2000,0,0,0,0,1,180,3,68,12,49
179,토끼,경기,화성시,2023,21,2338,0,0,1,2000,0,0,0,0,1,150,3,90,16,98
180,토끼,경기,화성시,2022,15,2205,0,0,1,2000,0,0,0,0,1,120,2,40,11,45
181,토끼,경기,화성시,2021,16,2175,0,0,1,2000,0,0,0,0,0,0,3,120,12,55
182,토끼,경기,화성시,2019,9,2038,0,0,1,2000,0,0,0,0,0,0,0,0,8,38
183,토끼,경기,화성시,2018,13,2150,0,0,1,2000,0,0,0,0,0,0,2,90,10,60
184,토끼,경기,화성시,2017,19,1672,0,0,0,0,1,1500,0,0,0,0,3,110,15,62
185,토끼,경기,광주시,2024,6,35,0,0,0,0,0,0,0,0,0,0,0,0,6,35
186,토끼,경기,광주시,2023,5,44,0,0,0,0,0,0,0,0,0,0,1,30,4,14
187,토끼,경기,광주시,2022,6,60,0,0,0,0,0,0,0,0,0,0,1,40,5,20
188,토끼,경기,광주시,2021,6,66,0,0,0,0,0,0,0,0,0,0,2,50,4,16
189,토끼,경기,광주시,2019,7,54,0,0,0,0,0,0,0,0,0,0,0,0,7,54
190,토끼,경기,광주시,2018,7,154,0,0,0,0,0,0,0,0,1,100,0,0,6,54
191,토끼,경기,광주시,2017,1,40,0,0,0,0,0,0,0,0,0,0,1,40,0,0
192,토끼,경기,양주시,2024,9,323,0,0,0,0,0,0,0,0,2,250,1,46,6,27
193,토끼,경기,양주시,2023,7,256,0,0,0,0,0,0,0,0,2,200,1,46,4,10
194,토끼,경기,양주시,2022,9,359,0,0,0,0,0,0,0,0,2,300,1,46,6,13
195,토끼,경기,양주시,2021,11,406,0,0,0,0,0,0,0,0,2,300,2,75,7,31
196,토끼,경기,양주시,2019,4,380,0,0,0,0,0,0,0,0,1,300,2,70,1,10
197,토끼,경기,양주시,2018,10,597,0,0,0,0,0,0,0,0,2,400,4,180,4,17
198,토끼,경기,양주시,2017,8,758,0,0,0,0,0,0,0,0,3,600,3,150,2,8
199,토끼,경기,포천시,2024,17,1525,0,0,0,0,1,1000,0,0,2,400,3,60,11,65
200,토끼,경기,포천시,2023,18,1426,0,0,0,0,1,1000,0,0,2,300,3,67,12,59
201,토끼,경기,포천시,2022,15,1436,0,0,0,0,1,1000,0,0,2,300,1,60,11,76
202,토끼,경기,포천시,2021,11,1559,0,0,0,0,1,1000,0,0,3,500,1,25,6,34
203,토끼,경기,포천시,2019,4,555,0,0,0,0,0,0,1,500,0,0,1,50,2,5
204,토끼,경기,포천시,2018,2,128,0,0,0,0,0,0,0,0,0,0,2,128,0,0
205,토끼,경기,포천시,2017,3,303,0,0,0,0,0,0,0,0,2,300,0,0,1,3
206,토끼,경기,여주시,2024,8,50,0,0,0,0,0,0,0,0,0,0,0,0,8,50
207,토끼,경기,여주시,2023,7,47,0,0,0,0,0,0,0,0,0,0,0,0,7,47
208,토끼,경기,여주시,2022,9,64,0,0,0,0,0,0,0,0,0,0,0,0,9,64
209,토끼,경기,여주시,2021,10,68,0,0,0,0,0,0,0,0,0,0,0,0,10,68
210,토끼,경기,여주시,2019,3,12,0,0,0,0,0,0,0,0,0,0,0,0,3,12
211,토끼,경기,여주시,2018,6,47,0,0,0,0,0,0,0,0,0,0,1,30,5,17
212,토끼,경기,여주시,2017,7,115,0,0,0,0,0,0,0,0,0,0,3,82,4,33
213,토끼,경기,연천군,2024,4,11,0,0,0,0,0,0,0,0,0,0,0,0,4,11
214,토끼,경기,연천군,2023,7,35,0,0,0,0,0,0,0,0,0,0,0,0,7,35
215,토끼,경기,연천군,2022,5,24,0,0,0,0,0,0,0,0,0,0,0,0,5,24
