순번,품종,시도,시군,년도,전체호수,전체두수,5000두 이상(호수),5000두 이상(두수),5000두-2000두 이상(호수),5000두-2000두 이상(두수),2000두-1000두 이상(호수),2000두-1000두 이상(두수),1000두-500두 이상(호수),1000두-500두 이상(두수),500두-100두 이상(호수),500두-100두 이상(두수),100두-20두 이상(호수),100두-20두 이상(두수),20두-0두 이상(호수),20두-0두 이상(두수)
432,토끼,충남,홍성군,2024,49,475,0,0,0,0,0,0,0,0,0,0,11,285,38,190
433,토끼,충남,홍성군,2023,44,521,0,0,0,0,0,0,0,0,1,100,6,200,37,221
434,토끼,충남,홍성군,2022,43,543,0,0,0,0,0,0,0,0,1,100,7,220,35,223
435,토끼,충남,홍성군,2021,29,457,0,0,0,0,0,0,0,0,1,100,6,220,22,137
436,토끼,충남,홍성군,2019,3,13,0,0,0,0,0,0,0,0,0,0,0,0,3,13
437,토끼,충남,홍성군,2018,16,118,0,0,0,0,0,0,0,0,0,0,1,30,15,88
438,토끼,충남,홍성군,2017,21,153,0,0,0,0,0,0,0,0,0,0,2,55,16,98
439,토끼,충남,예산군,2024,27,519,0,0,0,0,0,0,0,0,1,150,4,235,22,134
440,토끼,충남,예산군,2023,20,409,0,0,0,0,0,0,0,0,2,250,2,71,16,88
441,토끼,충남,예산군,2022,17,205,0,0,0,0,0,0,0,0,0,0,3,140,14,65
442,토끼,충남,예산군,2021,10,255,0,0,0,0,0,0,0,0,1,150,1,60,8,45
443,토끼,충남,예산군,2019,4,19,0,0,0,0,0,0,0,0,0,0,0,0,4,19
444,토끼,충남,예산군,2018,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,10
445,토끼,충남,예산군,2017,4,60,0,0,0,0,0,0,0,0,0,0,2,48,2,12
446,토끼,충남,태안군,2024,14,102,0,0,0,0,0,0,0,0,0,0,3,69,11,33
447,토끼,충남,태안군,2023,13,184,0,0,0,0,0,0,0,0,0,0,4,161,9,23
448,토끼,충남,태안군,2022,13,117,0,0,0,0,0,0,0,0,0,0,2,67,11,50
449,토끼,충남,태안군,2021,9,87,0,0,0,0,0,0,0,0,0,0,2,55,7,32
450,토끼,충남,태안군,2019,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,7
451,토끼,충남,태안군,2017,1,80,0,0,0,0,0,0,0,0,0,0,1,80,0,0
452,토끼,전남,여수시,2024,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,8
453,토끼,전남,여수시,2023,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
454,토끼,전남,여수시,2022,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
455,토끼,전남,여수시,2021,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
456,토끼,전남,순천시,2024,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
457,토끼,전남,순천시,2023,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
458,토끼,전남,순천시,2022,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
459,토끼,전남,순천시,2021,3,28,0,0,0,0,0,0,0,0,0,0,1,20,1,8
460,토끼,전남,순천시,2017,1,30,0,0,0,0,0,0,0,0,0,0,1,30,0,0
461,토끼,전남,나주시,2019,6,98,0,0,0,0,0,0,0,0,0,0,1,70,5,28
462,토끼,전남,담양군,2024,6,155,0,0,0,0,0,0,0,0,0,0,3,140,3,15
463,토끼,전남,담양군,2023,7,193,0,0,0,0,0,0,0,0,1,100,2,80,4,13
464,토끼,전남,담양군,2022,3,60,0,0,0,0,0,0,0,0,0,0,2,50,1,10
465,토끼,전남,담양군,2021,1,20,0,0,0,0,0,0,0,0,0,0,1,20,0,0
466,토끼,전남,곡성군,2024,2,217,0,0,0,0,0,0,0,0,1,200,0,0,1,17
467,토끼,전남,곡성군,2023,2,212,0,0,0,0,0,0,0,0,1,200,0,0,1,12
468,토끼,전남,곡성군,2022,1,29,0,0,0,0,0,0,0,0,0,0,1,29,0,0
469,토끼,전남,곡성군,2021,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5
470,토끼,전남,보성군,2022,1,16,0,0,0,0,0,0,0,0,0,0,0,0,1,16
471,토끼,전남,강진군,2021,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
472,토끼,전남,영암군,2024,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,10
473,토끼,전남,무안군,2024,3,27,0,0,0,0,0,0,0,0,0,0,1,20,2,7
474,토끼,전남,무안군,2023,3,61,0,0,0,0,0,0,0,0,0,0,1,35,2,26
475,토끼,전남,무안군,2022,2,154,0,0,0,0,0,0,0,0,1,150,0,0,1,4
476,토끼,전남,무안군,2018,1,30,0,0,0,0,0,0,0,0,0,0,1,30,0,0
477,토끼,전남,함평군,2024,5,94,0,0,0,0,0,0,0,0,0,0,1,40,4,54
478,토끼,전남,함평군,2023,9,272,0,0,0,0,0,0,0,0,1,160,3,90,5,22
479,토끼,전남,함평군,2022,8,139,0,0,0,0,0,0,0,0,0,0,2,115,6,24
480,토끼,전남,함평군,2021,3,58,0,0,0,0,0,0,0,0,0,0,1,30,2,28
481,토끼,전남,영광군,2024,6,188,0,0,0,0,0,0,0,0,1,110,2,70,3,8
482,토끼,전남,영광군,2023,7,199,0,0,0,0,0,0,0,0,1,150,1,20,5,29
483,토끼,전남,영광군,2022,3,16,0,0,0,0,0,0,0,0,0,0,0,0,3,16
484,토끼,전남,영광군,2021,2,27,0,0,0,0,0,0,0,0,0,0,0,0,2,27
485,토끼,전남,장성군,2023,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5
486,토끼,전남,신안군,2024,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,12
487,토끼,경북,포항시,2024,3,10,0,0,0,0,0,0,0,0,0,0,0,0,3,10
488,토끼,경북,포항시,2023,4,14,0,0,0,0,0,0,0,0,0,0,0,0,4,14
489,토끼,경북,포항시,2022,7,61,0,0,0,0,0,0,0,0,0,0,2,40,5,21
490,토끼,경북,포항시,2021,4,13,0,0,0,0,0,0,0,0,0,0,0,0,4,13
491,토끼,경북,포항시,2018,3,15,0,0,0,0,0,0,0,0,0,0,0,0,3,15
492,토끼,경북,포항시,2017,3,23,0,0,0,0,0,0,0,0,0,0,0,0,3,23
493,토끼,경북,경주시,2024,9,47,0,0,0,0,0,0,0,0,0,0,0,0,9,47
494,토끼,경북,경주시,2023,12,129,0,0,0,0,0,0,0,0,0,0,1,50,11,79
495,토끼,경북,경주시,2022,15,115,0,0,0,0,0,0,0,0,0,0,1,20,14,95
496,토끼,경북,경주시,2021,12,106,0,0,0,0,0,0,0,0,0,0,1,25,11,81
497,토끼,경북,경주시,2019,2,13,0,0,0,0,0,0,0,0,0,0,0,0,2,13
498,토끼,경북,경주시,2018,5,32,0,0,0,0,0,0,0,0,0,0,0,0,5,32
499,토끼,경북,경주시,2017,5,35,0,0,0,0,0,0,0,0,0,0,0,0,5,35
500,토끼,경북,김천시,2024,3,10,0,0,0,0,0,0,0,0,0,0,0,0,3,10
501,토끼,경북,김천시,2023,3,16,0,0,0,0,0,0,0,0,0,0,0,0,3,16
502,토끼,경북,김천시,2022,3,15,0,0,0,0,0,0,0,0,0,0,0,0,3,15
503,토끼,경북,김천시,2021,3,15,0,0,0,0,0,0,0,0,0,0,0,0,3,15
504,토끼,경북,안동시,2024,3,153,0,0,0,0,0,0,0,0,1,120,1,20,1,13
505,토끼,경북,안동시,2023,3,115,0,0,0,0,0,0,0,0,0,0,3,115,0,0
506,토끼,경북,안동시,2022,4,77,0,0,0,0,0,0,0,0,0,0,3,75,1,2
507,토끼,경북,안동시,2021,3,106,0,0,0,0,0,0,0,0,1,100,0,0,2,6
508,토끼,경북,안동시,2017,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,8
509,토끼,경북,구미시,2024,9,78,0,0,0,0,0,0,0,0,0,0,0,0,9,78
510,토끼,경북,구미시,2023,9,247,0,0,0,0,0,0,0,0,1,150,2,60,6,37
511,토끼,경북,구미시,2022,3,53,0,0,0,0,0,0,0,0,0,0,1,50,2,3
512,토끼,경북,구미시,2021,1,30,0,0,0,0,0,0,0,0,0,0,1,30,0,0
513,토끼,경북,영주시,2024,5,28,0,0,0,0,0,0,0,0,0,0,0,0,5,28
514,토끼,경북,영주시,2023,4,23,0,0,0,0,0,0,0,0,0,0,0,0,4,23
515,토끼,경북,영주시,2022,5,34,0,0,0,0,0,0,0,0,0,0,1,20,4,14
516,토끼,경북,영천시,2024,10,89,0,0,0,0,0,0,0,0,0,0,2,50,8,39
517,토끼,경북,영천시,2023,7,71,0,0,0,0,0,0,0,0,0,0,1,30,6,41
518,토끼,경북,영천시,2022,10,140,0,0,0,0,0,0,0,0,0,0,2,82,8,58
519,토끼,경북,영천시,2021,6,70,0,0,0,0,0,0,0,0,0,0,1,30,5,40
520,토끼,경북,상주시,2024,5,54,0,0,0,0,0,0,0,0,0,0,0,0,5,54
521,토끼,경북,상주시,2023,6,82,0,0,0,0,0,0,0,0,0,0,2,60,4,22
522,토끼,경북,상주시,2022,5,45,0,0,0,0,0,0,0,0,0,0,0,0,5,45
523,토끼,경북,상주시,2021,7,75,0,0,0,0,0,0,0,0,0,0,2,40,5,35
524,토끼,경북,문경시,2024,3,125,0,0,0,0,0,0,0,0,1,100,0,0,2,25
525,토끼,경북,문경시,2023,5,136,0,0,0,0,0,0,0,0,1,100,1,20,3,16
526,토끼,경북,문경시,2022,7,185,0,0,0,0,0,0,0,0,1,100,2,55,4,30
527,토끼,경북,문경시,2021,8,148,0,0,0,0,0,0,0,0,0,0,2,101,6,47
528,토끼,경북,문경시,2019,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
529,토끼,경북,문경시,2018,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
530,토끼,경북,문경시,2017,4,41,0,0,0,0,0,0,0,0,0,0,1,24,3,17
531,토끼,경북,의성군,2024,6,50,0,0,0,0,0,0,0,0,0,0,1,20,5,30
532,토끼,경북,의성군,2023,3,40,0,0,0,0,0,0,0,0,0,0,1,30,2,10
533,토끼,경북,의성군,2022,3,58,0,0,0,0,0,0,0,0,0,0,1,30,2,28
534,토끼,경북,의성군,2021,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,7
535,토끼,경북,의성군,2017,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
536,토끼,경북,청송군,2024,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2,5
537,토끼,경북,청송군,2023,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
538,토끼,경북,청송군,2022,2,14,0,0,0,0,0,0,0,0,0,0,0,0,2,14
539,토끼,경북,청송군,2021,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
540,토끼,경북,영덕군,2024,5,30,0,0,0,0,0,0,0,0,0,0,0,0,5,30
541,토끼,경북,영덕군,2023,6,32,0,0,0,0,0,0,0,0,0,0,0,0,6,32
542,토끼,경북,영덕군,2022,5,14,0,0,0,0,0,0,0,0,0,0,0,0,5,14
543,토끼,경북,영덕군,2021,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2,5
544,토끼,경북,영덕군,2017,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4
545,토끼,경북,청도군,2024,3,10,0,0,0,0,0,0,0,0,0,0,0,0,3,10
546,토끼,경북,청도군,2023,2,11,0,0,0,0,0,0,0,0,0,0,0,0,2,11
547,토끼,경북,청도군,2022,3,22,0,0,0,0,0,0,0,0,0,0,0,0,3,22
548,토끼,경북,청도군,2021,3,35,0,0,0,0,0,0,0,0,0,0,1,20,2,15
549,토끼,경북,고령군,2024,4,26,0,0,0,0,0,0,0,0,0,0,0,0,4,26
550,토끼,경북,고령군,2023,4,39,0,0,0,0,0,0,0,0,0,0,1,20,3,19
551,토끼,경북,고령군,2022,4,59,0,0,0,0,0,0,0,0,0,0,2,50,2,9
552,토끼,경북,고령군,2021,3,39,0,0,0,0,0,0,0,0,0,0,1,30,2,9
553,토끼,경북,성주군,2024,4,56,0,0,0,0,0,0,0,0,0,0,1,45,3,11
554,토끼,경북,성주군,2023,13,120,0,0,0,0,0,0,0,0,0,0,2,59,11,61
555,토끼,경북,성주군,2022,15,138,0,0,0,0,0,0,0,0,0,0,3,70,12,68
556,토끼,경북,성주군,2021,12,189,0,0,0,0,0,0,0,0,1,100,1,20,9,69
557,토끼,경북,칠곡군,2024,7,224,0,0,0,0,0,0,0,0,0,0,5,215,2,9
558,토끼,경북,칠곡군,2023,7,178,0,0,0,0,0,0,0,0,0,0,4,160,3,18
559,토끼,경북,칠곡군,2022,5,74,0,0,0,0,0,0,0,0,0,0,1,40,4,34
560,토끼,경북,칠곡군,2021,2,55,0,0,0,0,0,0,0,0,0,0,2,55,0,0
561,토끼,경북,예천군,2024,5,52,0,0,0,0,0,0,0,0,0,0,1,20,4,32
562,토끼,경북,예천군,2023,3,21,0,0,0,0,0,0,0,0,0,0,0,0,3,21
563,토끼,경북,예천군,2022,4,29,0,0,0,0,0,0,0,0,0,0,1,20,3,9
564,토끼,경북,예천군,2021,5,49,0,0,0,0,0,0,0,0,0,0,2,40,3,9
565,토끼,경북,봉화군,2024,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
566,토끼,경북,봉화군,2023,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,7
567,토끼,경북,봉화군,2022,1,11,0,0,0,0,0,0,0,0,0,0,0,0,1,11
568,토끼,경북,울진군,2024,7,49,0,0,0,0,0,0,0,0,0,0,1,20,6,29
569,토끼,경북,울진군,2023,6,44,0,0,0,0,0,0,0,0,0,0,1,20,5,24
570,토끼,경북,울진군,2022,6,65,0,0,0,0,0,0,0,0,0,0,1,20,5,45
571,토끼,경북,울진군,2021,7,96,0,0,0,0,0,0,0,0,0,0,2,65,5,31
572,토끼,경북,울진군,2019,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
573,토끼,경남,창원시,2024,2,58,0,0,0,0,0,0,0,0,0,0,1,50,1,8
574,토끼,경남,창원시,2023,2,108,0,0,0,0,0,0,0,0,1,100,0,0,1,8
575,토끼,경남,창원시,2022,3,113,0,0,0,0,0,0,0,0,1,100,0,0,2,13
576,토끼,경남,창원시,2021,4,114,0,0,0,0,0,0,0,0,1,100,0,0,3,14
577,토끼,경남,창원시,2019,2,21,0,0,0,0,0,0,0,0,0,0,0,0,2,21
578,토끼,경남,창원시,2018,2,6,0,0,0,0,0,0,0,0,0,0,0,0,2,6
579,토끼,경남,창원시,2017,2,6,0,0,0,0,0,0,0,0,0,0,0,0,2,6
580,토끼,경남,진주시,2022,5,85,0,0,0,0,0,0,0,0,0,0,2,55,3,30
581,토끼,경남,진주시,2021,5,27,0,0,0,0,0,0,0,0,0,0,0,0,5,27
582,토끼,경남,진주시,2019,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,8
583,토끼,경남,진주시,2018,2,14,0,0,0,0,0,0,0,0,0,0,0,0,2,14
584,토끼,경남,진주시,2017,2,14,0,0,0,0,0,0,0,0,0,0,0,0,2,14
585,토끼,경남,통영시,2024,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
586,토끼,경남,통영시,2023,1,20,0,0,0,0,0,0,0,0,0,0,1,20,0,0
587,토끼,경남,통영시,2022,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,10
588,토끼,경남,통영시,2021,1,30,0,0,0,0,0,0,0,0,0,0,1,30,0,0
589,토끼,경남,사천시,2022,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
590,토끼,경남,사천시,2021,3,39,0,0,0,0,0,0,0,0,0,0,1,20,2,19
591,토끼,경남,사천시,2019,3,33,0,0,0,0,0,0,0,0,0,0,1,20,2,13
592,토끼,경남,사천시,2018,2,13,0,0,0,0,0,0,0,0,0,0,0,0,2,13
593,토끼,경남,사천시,2017,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,6
594,토끼,경남,김해시,2024,4,61,0,0,0,0,0,0,0,0,0,0,1,30,3,31
595,토끼,경남,김해시,2023,4,93,0,0,0,0,0,0,0,0,0,0,1,70,3,23
596,토끼,경남,김해시,2022,8,151,0,0,0,0,0,0,0,0,1,100,0,0,7,51
597,토끼,경남,김해시,2021,16,178,0,0,0,0,0,0,0,0,1,110,0,0,15,68
598,토끼,경남,김해시,2019,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5
599,토끼,경남,김해시,2018,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5
600,토끼,경남,김해시,2017,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5
601,토끼,경남,밀양시,2024,2,9,0,0,0,0,0,0,0,0,0,0,0,0,2,9
602,토끼,경남,밀양시,2023,2,13,0,0,0,0,0,0,0,0,0,0,0,0,2,13
603,토끼,경남,밀양시,2022,3,72,0,0,0,0,0,0,0,0,0,0,1,50,2,22
604,토끼,경남,밀양시,2021,2,43,0,0,0,0,0,0,0,0,0,0,1,30,1,13
605,토끼,경남,거제시,2024,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
606,토끼,경남,거제시,2023,1,20,0,0,0,0,0,0,0,0,0,0,1,20,0,0
607,토끼,경남,거제시,2022,2,24,0,0,0,0,0,0,0,0,0,0,1,20,1,4
608,토끼,경남,거제시,2021,3,37,0,0,0,0,0,0,0,0,0,0,1,20,2,17
609,토끼,경남,거제시,2018,2,15,0,0,0,0,0,0,0,0,0,0,0,0,2,15
610,토끼,경남,거제시,2017,3,55,0,0,0,0,0,0,0,0,0,0,1,35,2,20
611,토끼,경남,양산시,2024,2,19,0,0,0,0,0,0,0,0,0,0,0,0,2,19
612,토끼,경남,양산시,2023,2,55,0,0,0,0,0,0,0,0,0,0,2,55,0,0
613,토끼,경남,양산시,2022,5,74,0,0,0,0,0,0,0,0,0,0,2,60,3,14
614,토끼,경남,양산시,2021,3,27,0,0,0,0,0,0,0,0,0,0,1,20,2,7
615,토끼,경남,양산시,2019,5,21,0,0,0,0,0,0,0,0,0,0,0,0,5,21
616,토끼,경남,양산시,2018,5,44,0,0,0,0,0,0,0,0,0,0,1,20,4,24
617,토끼,경남,양산시,2017,8,81,0,0,0,0,0,0,0,0,0,0,2,40,6,41
618,토끼,경남,의령군,2019,2,12,0,0,0,0,0,0,0,0,0,0,0,0,2,12
619,토끼,경남,의령군,2018,2,12,0,0,0,0,0,0,0,0,0,0,0,0,2,12
620,토끼,경남,의령군,2017,3,12,0,0,0,0,0,0,0,0,0,0,0,0,2,12
621,토끼,경남,함안군,2022,1,40,0,0,0,0,0,0,0,0,0,0,1,40,0,0
622,토끼,경남,함안군,2021,5,142,0,0,0,0,0,0,0,0,1,135,0,0,4,7
623,토끼,경남,함안군,2017,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,10
624,토끼,경남,창녕군,2022,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,10
625,토끼,경남,창녕군,2021,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,8
626,토끼,경남,고성군,2024,1,35,0,0,0,0,0,0,0,0,0,0,1,35,0,0
627,토끼,경남,고성군,2023,1,36,0,0,0,0,0,0,0,0,0,0,1,36,0,0
628,토끼,경남,고성군,2022,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,10
629,토끼,경남,고성군,2017,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
630,토끼,경남,남해군,2023,1,20,0,0,0,0,0,0,0,0,0,0,1,20,0,0
631,토끼,경남,남해군,2022,2,21,0,0,0,0,0,0,0,0,0,0,1,20,1,1
632,토끼,경남,남해군,2021,3,44,0,0,0,0,0,0,0,0,0,0,2,42,1,2
633,토끼,경남,남해군,2019,2,24,0,0,0,0,0,0,0,0,0,0,1,20,1,4
634,토끼,경남,남해군,2018,2,24,0,0,0,0,0,0,0,0,0,0,1,20,1,4
635,토끼,경남,남해군,2017,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
636,토끼,경남,하동군,2022,7,99,0,0,0,0,0,0,0,0,0,0,2,60,5,39
637,토끼,경남,하동군,2021,6,85,0,0,0,0,0,0,0,0,0,0,3,80,3,5
638,토끼,경남,하동군,2019,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
639,토끼,경남,산청군,2024,3,120,0,0,0,0,0,0,0,0,0,0,2,105,1,15
640,토끼,경남,산청군,2023,3,105,0,0,0,0,0,0,0,0,0,0,3,105,0,0
641,토끼,경남,산청군,2022,3,26,0,0,0,0,0,0,0,0,0,0,1,20,2,6
642,토끼,경남,산청군,2021,3,25,0,0,0,0,0,0,0,0,0,0,1,20,2,5
643,토끼,경남,산청군,2019,2,23,0,0,0,0,0,0,0,0,0,0,1,20,1,3
644,토끼,경남,산청군,2018,2,23,0,0,0,0,0,0,0,0,0,0,1,20,1,3
645,토끼,경남,산청군,2017,3,25,0,0,0,0,0,0,0,0,0,0,1,20,2,5
646,토끼,경남,함양군,2021,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5
647,토끼,경남,거창군,2024,3,30,0,0,0,0,0,0,0,0,0,0,0,0,3,30
648,토끼,경남,거창군,2023,3,80,0,0,0,0,0,0,0,0,0,0,3,80,0,0
649,토끼,경남,거창군,2022,7,129,0,0,0,0,0,0,0,0,0,0,4,100,3,29
650,토끼,경남,거창군,2021,4,106,0,0,0,0,0,0,0,0,0,0,4,106,0,0
651,토끼,경남,거창군,2017,2,6,0,0,0,0,0,0,0,0,0,0,0,0,2,6
652,토끼,경남,합천군,2024,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2,5
653,토끼,경남,합천군,2023,3,40,0,0,0,0,0,0,0,0,0,0,1,30,2,10
654,토끼,경남,합천군,2022,2,10,0,0,0,0,0,0,0,0,0,0,0,0,2,10
655,토끼,경남,합천군,2021,1,15,0,0,0,0,0,0,0,0,0,0,0,0,1,15
